id;anfitrion;distrito;plazas;precio
958020;5211661;Centro;4;$59.00
962055;2483139;Centro;2;$79.00
967421;1647109;Chamberí;4;$90.00
970485;5302455;Retiro;16;$350.00
970890;6363695;Centro;2;$40.00
977261;5347216;Centro;1;$25.00
979312;5360317;Chamberí;2;$35.00
981016;534128;Centro;6;$185.00
981368;534128;Chamberí;4;$60.00
981369;534128;Chamberí;8;$205.00
983019;5386601;Puente de Vallecas;2;$27.00
983410;5389129;Tetuán;4;$60.00
985160;4839698;Centro;2;$65.00
986924;1714541;Ciudad Lineal;6;$55.00
987537;2561320;Centro;5;$90.00
989063;3585435;Ciudad Lineal;4;$198.00
998127;5343904;Centro;2;$44.00
1003171;5516172;Fuencarral - El Pardo;1;$18.00
1003602;1130651;Centro;3;$70.00
1003900;5521269;Centro;4;$85.00
1005240;5528551;Centro;2;$69.00
1007532;5542111;Centro;4;$74.00
1013927;5577429;Arganzuela;2;$33.00
1017521;4361819;Centro;1;$37.00
1018471;5606144;Hortaleza;1;$30.00
1020785;5618733;Chamberí;1;$30.00
1026242;5649948;Chamberí;1;$30.00
1037715;5712665;Centro;3;$80.00
1038867;5719307;Centro;4;$65.00
1039376;5722524;Barajas;2;$42.00
1039454;4967875;Retiro;5;$94.00
1044902;5751753;Moncloa - Aravaca;16;$85.00
1046271;5759904;Centro;4;$46.00
1046926;2913511;Usera;2;$30.00
1050948;5785483;Salamanca;2;$30.00
1052457;5795235;Centro;4;$70.00
1053180;5798033;Centro;5;$80.00
1053662;5801580;Chamberí;1;$24.00
1055724;5814460;Chamberí;2;$30.00
1056151;571765;Centro;4;$70.00
1057560;5824815;Centro;8;$101.00
1062218;2214378;Centro;2;$34.00
1065075;5735364;Chamberí;1;$22.00
1065714;5542111;Centro;4;$75.00
1065918;5542111;Centro;4;$65.00
1066993;5869715;Centro;3;$45.00
1067941;5876034;Tetuán;4;$90.00
1069174;5896428;Centro;2;$75.00
1075749;5918751;Centro;5;$150.00
1075890;5918969;Centro;2;$148.00
1078100;2991925;Centro;2;$33.00
1079119;5935817;Chamberí;4;$95.00
1079722;5785483;Salamanca;1;$30.00
1082218;5950981;Centro;2;$76.00
1082942;2228918;Centro;3;$69.00
1083663;5941001;Centro;2;$50.00
1085217;3612732;Centro;1;$55.00
1085898;2044655;Centro;4;$130.00
1086124;2044655;Centro;4;$99.00
1087049;2044655;Centro;8;$230.00
1090988;5785483;Salamanca;2;$30.00
1091639;5997842;Arganzuela;2;$30.00
1092467;153391;Centro;2;$76.00
1092508;153391;Centro;2;$74.00
1092628;153391;Centro;4;$75.00
1092967;993166;Centro;2;$50.00
1101760;2847013;Centro;4;$85.00
1102104;6053704;Ciudad Lineal;2;$25.00
1105892;6072314;Centro;6;$45.00
1106495;6075016;Centro;3;$58.00
1112289;6104199;Puente de Vallecas;1;$24.00
1113817;6112385;Centro;2;$75.00
1114960;6119221;Centro;4;$70.00
1121429;6152491;Centro;2;$35.00
1121590;124972;Moncloa - Aravaca;2;$50.00
1126038;6191568;Salamanca;1;$17.00
1128626;6191686;Centro;2;$40.00
1129694;5870563;Centro;2;$85.00
1130775;1450378;Chamberí;1;$15.00
1130788;1450378;Chamberí;1;$26.00
1133140;641820;Centro;4;$510.00
1137823;6241052;Chamberí;4;$79.00
1143674;6270912;Centro;4;$85.00
1146228;6284655;Centro;3;$50.00
1149636;6053704;Ciudad Lineal;4;$80.00
1152829;6282893;Salamanca;4;$118.00
1153128;6319722;Chamberí;1;$44.00
1153242;6284734;Centro;2;$60.00
1159972;4599639;Centro;4;$150.00
1160005;4599639;Centro;3;$62.00
1161437;547389;Chamberí;1;$30.00
1162707;1706029;Chamberí;2;$32.00
1162859;6369472;Chamberí;2;$53.00
1168731;1703448;Villaverde;4;$69.00
1170520;6408401;Chamartín;1;$29.00
1170855;927343;Centro;4;$72.00
1172916;6420689;Latina;2;$22.00
1172982;6412103;Centro;3;$57.00
1174292;6427023;Villaverde;1;$78.00
1176241;6436336;Centro;2;$40.00
1177790;6443996;Centro;2;$45.00
1182242;6466920;Retiro;6;$91.00
1184735;3983613;Centro;4;$140.00
1185475;6483080;Centro;2;$80.00
1186878;6490189;Carabanchel;2;$21.00
1194316;2864064;Centro;4;$51.00
1198047;5795235;Centro;4;$70.00
1206122;4967875;Retiro;5;$94.00
1209383;4790263;Arganzuela;2;$35.00
1209661;3331390;Arganzuela;4;$84.00
1214008;4440463;Puente de Vallecas;2;$16.00
1216199;6636854;Centro;4;$90.00
1220946;6566447;Centro;6;$75.00
1230412;6711092;Centro;2;$200.00
1230570;6598518;Centro;3;$77.00
1234836;5542111;Centro;5;$60.00
1238018;6749419;Centro;4;$72.00
1239125;6754321;Chamberí;4;$150.00
1239334;6755278;Retiro;2;$25.00
1241739;596469;Centro;4;$90.00
1242828;4599639;Centro;3;$1,000.00
1248292;6566447;Centro;4;$75.00
1251520;6818751;Centro;2;$32.00
1254418;6832983;Arganzuela;2;$80.00
1254955;6730063;Arganzuela;4;$65.00
1255811;6774354;Arganzuela;8;$75.00
1256157;2067969;Centro;4;$85.00
1256570;6844474;Centro;2;$35.00
1259915;6861593;Chamberí;1;$55.00
1263062;4304796;Arganzuela;2;$36.00
1263329;4304796;Arganzuela;3;$38.00
1266548;4839888;Centro;4;$79.00
1266877;6282893;Centro;6;$153.00
1267730;6566447;Centro;6;$75.00
1272747;4839888;Centro;2;$75.00
1273055;6928584;Centro;4;$100.00
1274889;2833018;Chamberí;5;$85.00
1275293;4003806;Ciudad Lineal;3;$80.00
1275848;6944433;Centro;2;$28.00
1281843;6871745;Centro;2;$65.00
1283870;6072314;Centro;2;$50.00
1289823;142989;Vicálvaro;4;$52.00
1296584;7049661;Centro;3;$48.00
1297217;4190343;Centro;5;$65.00
1298830;7062138;Arganzuela;4;$52.00
1302691;5542111;Centro;5;$72.00
1302882;2991925;Centro;2;$29.00
1308138;6774514;Carabanchel;5;$51.00
1309325;7117225;Hortaleza;2;$26.00
1310289;7122460;Salamanca;6;$350.00
1316092;7149341;Centro;2;$30.00
1316794;7153063;Centro;4;$65.00
1320674;7170175;Centro;3;$59.00
1326972;7201628;Centro;2;$54.00
1330726;7218465;Centro;2;$45.00
1330947;4361819;Centro;4;$79.00
1331106;1470394;Centro;1;$28.00
1331817;7223907;Centro;3;$70.00
1334684;5919800;Chamberí;2;$75.00
1335588;7033920;Centro;2;$59.00
1336818;7249376;Chamartín;2;$75.00
1343630;2833018;Chamberí;1;$35.00
1344035;3105381;Tetuán;1;$25.00
1346145;7302534;Centro;1;$45.00
1346747;7306349;Centro;4;$69.00
1357593;852616;Centro;4;$55.00
1362092;7394119;Centro;2;$75.00
1362476;7375454;Centro;6;$85.00
1362727;7395294;Centro;2;$65.00
1375914;4147804;Centro;2;$68.00
1380233;7420783;Centro;2;$60.00
1383366;7489861;Centro;2;$41.00
1394721;2741468;Centro;3;$110.00
1398273;7552386;Centro;1;$60.00
1408400;7595958;Centro;3;$79.00
1409746;1714541;Ciudad Lineal;6;$55.00
1426027;5633658;Centro;6;$65.00
1430003;2564339;Centro;4;$75.00
1431541;7448200;Chamberí;7;$120.00
1434789;2564339;Centro;4;$90.00
1436362;4361819;Centro;1;$37.00
1443639;7751680;Centro;3;$69.00
1448440;4281126;Retiro;2;$30.00
1458472;5500409;Centro;5;$85.00
1458618;7820252;Centro;1;$30.00
1460247;7823688;Centro;8;$250.00
1463257;6019735;Centro;2;$60.00
1463482;7828783;Fuencarral - El Pardo;2;$59.00
1463763;7823688;Centro;8;$270.00
1465382;7850049;Centro;2;$55.00
1473278;7652350;Salamanca;6;$160.00
1485339;7943769;San Blas - Canillejas;2;$60.00
1491263;6191568;Salamanca;1;$13.00
1496514;4599639;Centro;4;$130.00
1496523;4599639;Centro;4;$1,000.00
1500875;4839888;Centro;3;$82.00
1516910;8099011;Chamartín;1;$35.00
1522608;8125749;Centro;4;$150.00
1523675;8130428;Centro;2;$49.00
1529540;8158807;Villa de Vallecas;2;$35.00
1532354;7218465;Centro;2;$48.00
1536252;8192639;Centro;3;$36.00
1537588;4229531;Centro;1;$40.00
1547100;8231348;Latina;2;$35.00
1569343;8345477;Salamanca;4;$91.00
1577701;8385568;Centro;1;$22.00
1579108;6816328;Centro;4;$80.00
1581523;3275902;Moncloa - Aravaca;2;$110.00
1586115;8449261;Latina;1;$25.00
1592439;4043145;Arganzuela;1;$25.00
1593044;1706029;Chamberí;4;$100.00
1594104;3908006;Villa de Vallecas;2;$43.00
1595592;8508444;San Blas - Canillejas;2;$70.00
1596257;1666293;Centro;2;$65.00
1599909;7874554;Salamanca;2;$80.00
1600919;8532170;Centro;6;$135.00
1605637;2960080;Centro;4;$45.00
1607436;5790036;Centro;2;$400.00
1608296;1973600;Centro;4;$80.00
1609815;3514685;Retiro;2;$30.00
1610859;8578326;Centro;3;$50.00
1610861;8577935;Chamberí;7;$90.00
1617393;6271519;Centro;4;$121.00
1617709;3519148;Carabanchel;3;$60.00
1617848;3540591;Centro;2;$64.00
1617956;8607668;Centro;3;$90.00
1621371;2564339;Centro;4;$70.00
1622564;2564339;Centro;4;$90.00
1623202;8631882;Arganzuela;6;$100.00
1626586;8647044;Centro;4;$110.00
1628485;901218;Centro;5;$48.00
1630249;8664077;Moncloa - Aravaca;2;$80.00
1636170;8647044;Centro;5;$120.00
1638063;4424170;Ciudad Lineal;3;$45.00
1639471;901218;Centro;4;$48.00
1639547;8705535;Centro;4;$70.00
1642412;8719029;Ciudad Lineal;2;$55.00
1643673;8724268;Arganzuela;3;$80.00
1644183;1766434;Chamartín;1;$23.00
1644403;3606346;Centro;3;$73.00
1656392;8242728;Retiro;2;$45.00
1659406;8789737;Centro;2;$90.00
1659585;8789737;Centro;4;$110.00
1662333;8807899;Centro;3;$55.00
1665067;8814428;Usera;1;$20.00
1666495;8608997;Centro;2;$36.00
1674734;8624564;Ciudad Lineal;2;$20.00
1678262;8879010;Centro;3;$56.00
1678293;8879142;Tetuán;2;$33.00
1680271;2864064;Centro;4;$62.00
1683393;8901422;San Blas - Canillejas;6;$85.00
1689597;1091014;Centro;4;$95.00
1691073;8933508;Centro;3;$80.00
1695083;5542111;Centro;4;$67.00
1698916;8647044;Centro;4;$89.00
1701472;8983711;Centro;2;$70.00
1702103;8986611;Centro;4;$69.00
1704065;8996173;Centro;7;$70.00
1710251;1216993;Salamanca;3;$85.00
1710892;8705535;Centro;4;$68.00
1713499;2111994;Tetuán;1;$30.00
1714433;9042464;Centro;8;$315.00
1716687;901218;Centro;2;$42.00
1717008;4023064;Centro;2;$72.00
1731209;4231218;Centro;5;$79.00
1737408;4424222;Moratalaz;8;$110.00
1737767;9137401;Centro;2;$85.00
1740906;9145004;Centro;2;$71.00
1742183;5537924;Centro;5;$70.00
1742289;9172209;Centro;2;$45.00
1750838;9210324;Centro;2;$50.00
1753278;9222331;Chamberí;2;$30.00
1753979;3488397;Centro;3;$66.00
1755242;4975799;Centro;4;$81.00
1757563;3150192;Carabanchel;2;$59.00
1757983;9243583;Arganzuela;6;$89.00
1758199;9244612;Centro;2;$67.00
1758536;534128;Centro;6;$185.00
1758858;534128;Centro;6;$185.00
1758875;534128;Centro;6;$185.00
1763683;4292037;Centro;2;$55.00
1765529;9277975;Centro;3;$52.00
1766697;3661209;Centro;2;$75.00
1768203;9290112;Centro;4;$55.00
1775014;7129474;Centro;2;$70.00
1779465;1713524;Centro;2;$120.00
1783776;5883486;Centro;2;$75.00
1785371;1470394;Centro;1;$20.00
1786233;4023064;Centro;2;$72.00
1788097;4231218;Centro;6;$82.00
1788102;901218;Centro;4;$42.00
1788674;1714541;Ciudad Lineal;6;$55.00
1790515;8622607;Moncloa - Aravaca;1;$25.00
1790920;6915283;Centro;2;$80.00
1797544;596469;Salamanca;2;$90.00
1799278;2444553;Centro;4;$55.00
1811287;5542111;Centro;8;$120.00
1819060;9525646;Arganzuela;2;$50.00
1825060;9551147;Centro;4;$49.00
1826031;3275902;Centro;2;$85.00
1829496;9570589;Salamanca;4;$90.00
1830224;5542111;Centro;9;$135.00
1835915;9597850;Centro;2;$45.00
1845903;9643400;Centro;3;$80.00
1846137;9644407;Centro;1;$20.00
1846297;2519411;Retiro;2;$56.00
1847117;8108510;Retiro;2;$39.00
1854759;1364024;Latina;1;$31.00
1858255;9696587;Centro;6;$139.00
1859046;9699624;Centro;2;$35.00
1859879;9548677;Centro;2;$76.00
1864170;534128;Centro;4;$130.00
1865189;1172225;Chamberí;2;$100.00
1867724;534128;Chamberí;6;$185.00
1867925;534128;Chamberí;6;$185.00
1868042;534128;Chamberí;8;$194.00
1868069;534128;Chamberí;8;$194.00
1868170;9738650;Centro;4;$100.00
1870392;901218;Centro;3;$38.00
1870994;8276432;Centro;3;$58.00
1880524;9790541;Centro;4;$85.00
1882845;9800520;Chamartín;1;$25.00
1888610;8705535;Centro;4;$55.00
1890985;5675916;Arganzuela;2;$18.00
1894143;8724478;Chamberí;2;$47.00
1901306;9872400;Centro;2;$68.00
1903841;9531372;Moratalaz;2;$68.00
1910871;1985408;Centro;5;$204.00
1913353;82175;Centro;5;$60.00
1917537;9940609;Centro;2;$44.00
1919606;4068912;Centro;4;$38.00
1921468;4068912;Centro;4;$42.00
1926546;9278712;Centro;4;$69.00
1928731;5149901;Centro;2;$66.00
1940231;9594535;Retiro;3;$40.00
1942059;1784424;Centro;6;$105.00
1947685;2991670;Salamanca;1;$19.00
1947860;498646;Puente de Vallecas;1;$26.00
1956372;4068912;Centro;5;$42.00
1972094;4068912;Centro;4;$39.00
1973442;10189139;Centro;1;$45.00
1978094;7489861;Centro;4;$75.00
1980372;1732442;Centro;11;$75.00
1980833;9250119;Centro;3;$85.00
1981286;10215430;Centro;2;$40.00
1990801;4190343;Centro;6;$110.00
1994074;5542111;Centro;6;$76.00
1996086;4618994;Centro;2;$49.00
2001012;353738;Centro;2;$63.00
2013712;3698116;Carabanchel;1;$21.00
2024446;10402340;Centro;4;$75.00
2024643;2444553;Centro;4;$85.00
2052361;10516522;Centro;3;$75.00
2052383;6979632;Ciudad Lineal;4;$80.00
2054398;2750053;Tetuán;3;$68.00
2059873;10544543;Chamberí;2;$65.00
2061480;10550853;Centro;4;$59.00
2062465;762655;Centro;2;$75.00
2065647;3048290;Centro;4;$85.00
2070887;8447678;Centro;4;$90.00
2079509;3048290;Centro;4;$85.00
2081097;6072314;Centro;6;$50.00
2085786;10651006;Centro;4;$68.00
2086594;4839888;Retiro;8;$481.00
2087574;10654623;Centro;2;$35.00
2090059;10668178;Arganzuela;4;$80.00
2091802;4582755;Centro;2;$34.00
2093073;6564220;Centro;2;$65.00
2093147;4083688;Centro;4;$59.00
2095069;4083688;Centro;4;$59.00
2095159;4083688;Centro;3;$55.00
2096590;3048290;Centro;8;$95.00
2099212;10651006;Centro;2;$59.00
2099260;10651006;Centro;2;$55.00
2099314;10651006;Centro;10;$99.00
2100370;3048290;Centro;7;$95.00
2113275;7649063;Centro;2;$57.00
2114493;2425848;Centro;6;$199.00
2116360;1091014;Centro;6;$375.00
2117068;353738;Chamberí;2;$61.00
2117115;927713;Centro;4;$65.00
2129154;4023064;Centro;2;$61.00
2129245;10863262;Carabanchel;1;$23.00
2134070;8879142;Tetuán;2;$33.00
2136159;5542111;Centro;5;$73.00
2136172;2541550;Centro;9;$125.00
2139191;10916450;Centro;6;$90.00
2143824;10940437;Centro;10;$20.00
2143867;10942518;Usera;2;$28.00
2143961;10940437;Centro;6;$22.00
2144000;10940437;Centro;8;$22.00
2144017;10940437;Centro;8;$21.00
2144404;10942518;Usera;3;$28.00
2150416;10974652;Centro;5;$200.00
2157675;4599639;Retiro;6;$110.00
2162534;2184051;Centro;2;$50.00
2179527;11116174;Centro;4;$60.00
2181669;427419;Tetuán;3;$65.00
2186049;11146984;Hortaleza;5;$100.00
2188662;2662680;Centro;4;$135.00
2190649;11172003;Chamberí;1;$45.00
2190927;11152132;Centro;2;$70.00
2192321;11179787;Carabanchel;6;$31.00
2207960;11262545;Arganzuela;1;$45.00
2222916;11342272;Centro;2;$30.00
2224238;11340614;Chamartín;1;$40.00
2234504;11407661;Centro;2;$49.00
2235176;1425071;Moncloa - Aravaca;3;$80.00
2247751;11479457;Centro;4;$120.00
2254525;11385250;Centro;2;$35.00
2259724;5002446;Centro;2;$79.00
2259804;7739367;Centro;4;$65.00
2265000;7033920;Chamartín;4;$95.00
2269946;2541550;Centro;4;$67.00
2281129;11650026;Centro;4;$70.00
2289744;5500409;Centro;2;$65.00
2299045;1843216;Centro;3;$69.00
2301761;11667662;Chamartín;3;$49.00
2302853;762655;Centro;2;$75.00
2310368;8584829;Chamartín;2;$75.00
2313370;3447304;Centro;2;$40.00
2319136;8515277;Retiro;6;$137.00
2325516;10037966;Arganzuela;3;$58.00
2325805;4615520;Centro;2;$78.00
2328281;2561320;Centro;6;$140.00
2335410;7331716;Centro;3;$60.00
2342966;11964814;Ciudad Lineal;1;$29.00
2343687;9805902;Centro;4;$200.00
2346257;2933277;Centro;3;$82.00
2355344;12027564;Centro;2;$70.00
2355580;12028707;Centro;5;$120.00
2355635;12028707;Centro;6;$120.00
2355655;12028707;Centro;10;$300.00
2362731;2536524;San Blas - Canillejas;2;$25.00
2364463;12077356;Centro;4;$50.00
2369290;12105600;Centro;5;$55.00
2375490;757672;Centro;4;$120.00
2380554;4967875;Retiro;4;$94.00
2387880;12183135;Centro;6;$100.00
2393322;5031865;Latina;5;$70.00
2397912;12252321;Moncloa - Aravaca;1;$27.00
2416770;4190343;Centro;6;$75.00
2417867;8705535;Centro;4;$62.00
2441722;12481365;Centro;6;$85.00
2451913;378073;Centro;6;$85.00
2452815;4975799;Centro;4;$85.00
2471370;5542111;Centro;4;$65.00
2472459;12641432;Centro;4;$75.00
2482267;12698367;Moncloa - Aravaca;3;$78.00
2484622;7038627;Centro;2;$64.00
2487986;12202578;Arganzuela;2;$30.00
2488934;11824804;Centro;4;$85.00
2493084;5514970;Chamartín;5;$175.00
2500666;10569881;Centro;4;$110.00
2500683;12799099;Centro;7;$84.00
2503991;12791313;Centro;4;$100.00
2519785;12691164;Centro;2;$45.00
2520674;12904592;Salamanca;3;$90.00
2520679;12904592;Salamanca;3;$90.00
2527911;1890653;Centro;2;$58.00
2551440;605612;Centro;1;$34.00
2558321;13097473;Centro;3;$49.00
2572249;4677030;Moncloa - Aravaca;4;$90.00
2583917;845407;Centro;2;$400.00
2586229;6128492;Salamanca;2;$50.00
2587493;4008643;Chamartín;7;$125.00
2587755;13250761;Chamberí;3;$200.00
2588548;13253937;Retiro;6;$100.00
2604787;13340216;Centro;5;$70.00
2606926;845407;Centro;2;$110.00
2622839;9757922;Centro;4;$80.00
2624314;13440901;Centro;2;$100.00
2630673;13474925;Centro;3;$50.00
2630840;2864064;Centro;4;$61.00
2635535;13492658;Centro;2;$24.00
2638909;13513088;Centro;5;$80.00
2641385;13523635;Tetuán;2;$100.00
2644193;13537715;Latina;4;$70.00
2650925;13569734;Centro;3;$109.00
2652829;13569734;Centro;2;$109.00
2654613;13590063;Centro;2;$30.00
2658189;1156753;Chamberí;2;$65.00
2658864;4294898;Centro;2;$46.00
2673231;13686767;Chamberí;4;$60.00
2673648;13689103;Chamberí;4;$65.00
2676912;3447304;Centro;2;$40.00
2682364;13732037;Centro;4;$75.00
2684726;13742566;Centro;4;$60.00
2684767;13742566;Centro;3;$67.00
2686592;13751801;Centro;1;$21.00
2701211;1650712;Salamanca;4;$165.00
2704499;13841663;Centro;3;$85.00
2706194;1843216;Centro;4;$69.00
2707743;5542111;Centro;5;$67.00
